dataset,model,true_target,predicted_target
lebenshilfe_ood,Variante A (Statisch),0.9368420839309692,0.5226600170135498
lebenshilfe_ood,Variante A (Statisch),0.5942114591598511,0.27499982714653015
lebenshilfe_ood,Variante A (Statisch),0.21762590110301971,0.13774891197681427
lebenshilfe_ood,Variante A (Statisch),0.03852889686822891,0.09226075559854507
lebenshilfe_ood,Variante A (Statisch),0.10729990899562836,0.2051197737455368
lebenshilfe_ood,Variante A (Statisch),0.8156161904335022,0.5402801036834717
lebenshilfe_ood,Variante A (Statisch),0.8623548746109009,0.5644864439964294
lebenshilfe_ood,Variante A (Statisch),0.04100000113248825,0.08977782726287842
lebenshilfe_ood,Variante A (Statisch),0.8967334032058716,0.7093595266342163
lebenshilfe_ood,Variante A (Statisch),0.30689653754234314,0.1754915863275528
lebenshilfe_ood,Variante A (Statisch),0.6461988091468811,0.2994970381259918
lebenshilfe_ood,Variante A (Statisch),0.053795136511325836,0.03237590566277504
lebenshilfe_ood,Variante A (Statisch),0.360725075006485,0.14094586670398712
lebenshilfe_ood,Variante A (Statisch),0.25100672245025635,0.21402308344841003
lebenshilfe_ood,Variante A (Statisch),1.0,0.9377097487449646
lebenshilfe_ood,Variante A (Statisch),0.23353752493858337,0.11851254105567932
lebenshilfe_ood,Variante A (Statisch),0.3677442967891693,0.4322579503059387
lebenshilfe_ood,Variante A (Statisch),0.48843827843666077,0.3144451379776001
lebenshilfe_ood,Variante A (Statisch),0.9068047404289246,0.5565481781959534
lebenshilfe_ood,Variante A (Statisch),0.2951456308364868,0.11090421676635742
lebenshilfe_ood,Variante A (Statisch),0.06203007698059082,0.20002944767475128
lebenshilfe_ood,Variante A (Statisch),0.12171253561973572,0.03101673349738121
lebenshilfe_ood,Variante A (Statisch),0.39821693301200867,0.2894911766052246
lebenshilfe_ood,Variante A (Statisch),0.8416422009468079,0.6557961106300354
lebenshilfe_ood,Variante A (Statisch),0.11018364131450653,0.1178889274597168
lebenshilfe_ood,Variante A (Statisch),0.29120880365371704,0.10235114395618439
lebenshilfe_ood,Variante A (Statisch),0.7326599359512329,0.3532063364982605
lebenshilfe_ood,Variante A (Statisch),0.41704824566841125,0.22523686289787292
lebenshilfe_ood,Variante A (Statisch),0.752913773059845,0.6533170342445374
lebenshilfe_ood,Variante A (Statisch),0.32875367999076843,0.44019630551338196
lebenshilfe_ood,Variante A (Statisch),0.8801214098930359,0.8042946457862854
lebenshilfe_ood,Variante A (Statisch),0.4155268669128418,0.2635858356952667
lebenshilfe_ood,Variante A (Statisch),0.20963828265666962,0.09589952975511551
lebenshilfe_ood,Variante A (Statisch),0.4277108311653137,0.34796643257141113
lebenshilfe_ood,Variante A (Statisch),0.8066783547401428,0.4980649948120117
lebenshilfe_ood,Variante A (Statisch),0.5844183564186096,0.736854612827301
lebenshilfe_ood,Variante A (Statisch),0.6001692414283752,0.47358033061027527
lebenshilfe_ood,Variante A (Statisch),0.39419588446617126,0.21651069819927216
lebenshilfe_ood,Variante A (Statisch),0.593863308429718,0.3518434464931488
lebenshilfe_ood,Variante A (Statisch),0.28125,0.4449048638343811
lebenshilfe_ood,Variante A (Statisch),0.33028361201286316,0.31631502509117126
lebenshilfe_ood,Variante A (Statisch),0.7231968641281128,0.6041948199272156
lebenshilfe_ood,Variante A (Statisch),0.40435606241226196,0.5934635996818542
lebenshilfe_ood,Variante A (Statisch),0.0,0.045064426958560944
lebenshilfe_ood,Variante A (Statisch),0.2323983907699585,0.29379740357398987
lebenshilfe_ood,Variante A (Statisch),0.3947676718235016,0.29104745388031006
lebenshilfe_ood,Variante A (Statisch),0.0,0.1314650923013687
lebenshilfe_ood,Variante A (Statisch),0.056603774428367615,0.20943346619606018
lebenshilfe_ood,Variante A (Statisch),0.6277602314949036,0.41406723856925964
lebenshilfe_ood,Variante A (Statisch),0.3991455137729645,0.37426918745040894
lebenshilfe_ood,Variante A (Statisch),0.3299304246902466,0.08767446130514145
lebenshilfe_ood,Variante A (Statisch),0.1364651322364807,0.3668650686740875
lebenshilfe_ood,Variante A (Statisch),0.9048365950584412,0.7448398470878601
lebenshilfe_ood,Variante A (Statisch),0.4310847520828247,0.44244804978370667
lebenshilfe_ood,Variante A (Statisch),0.38738441467285156,0.3548595905303955
lebenshilfe_ood,Variante A (Statisch),0.8037540912628174,0.6783617734909058
lebenshilfe_ood,Variante A (Statisch),0.20600366592407227,0.2892723083496094
lebenshilfe_ood,Variante A (Statisch),0.16145789623260498,0.3363458216190338
lebenshilfe_ood,Variante A (Statisch),0.11470085382461548,0.3611484169960022
lebenshilfe_ood,Variante A (Statisch),0.37668776512145996,0.3840717077255249
lebenshilfe_ood,Variante A (Statisch),0.9227080345153809,0.5692895650863647
lebenshilfe_ood,Variante A (Statisch),0.20654219388961792,0.15277934074401855
lebenshilfe_ood,Variante A (Statisch),0.7693057656288147,0.5097895860671997
lebenshilfe_ood,Variante A (Statisch),0.030846185982227325,0.08084265887737274
lebenshilfe_ood,Variante A (Statisch),0.5352266430854797,0.39092281460762024
lebenshilfe_ood,Variante A (Statisch),0.9269744157791138,0.5938796997070312
lebenshilfe_ood,Variante A (Statisch),0.494870126247406,0.3173336088657379
lebenshilfe_ood,Variante A (Statisch),0.5734096169471741,0.262616902589798
lebenshilfe_ood,Variante A (Statisch),0.2925332486629486,0.3189934194087982
lebenshilfe_ood,Variante A (Statisch),0.7064117193222046,0.6586894989013672
lebenshilfe_ood,Variante A (Statisch),0.8504930734634399,0.5333731770515442
lebenshilfe_ood,Variante A (Statisch),0.168212890625,0.09969771653413773
lebenshilfe_ood,Variante A (Statisch),0.3450442850589752,0.4632238745689392
lebenshilfe_ood,Variante A (Statisch),0.24368686974048615,0.12352269142866135
lebenshilfe_ood,Variante A (Statisch),0.5980132222175598,0.46776309609413147
lebenshilfe_ood,Variante A (Statisch),0.5753295421600342,0.47205713391304016
lebenshilfe_ood,Variante A (Statisch),0.7025141716003418,0.43960726261138916
lebenshilfe_ood,Variante A (Statisch),0.779717743396759,0.3865271210670471
lebenshilfe_ood,Variante A (Statisch),0.20666319131851196,0.258878618478775
lebenshilfe_ood,Variante A (Statisch),1.0,0.58983314037323
lebenshilfe_ood,Variante A (Statisch),0.502109706401825,0.46438097953796387
lebenshilfe_ood,Variante A (Statisch),0.8623574376106262,0.46435579657554626
lebenshilfe_ood,Variante A (Statisch),1.0,0.5634896159172058
lebenshilfe_ood,Variante A (Statisch),0.4799599051475525,0.39088746905326843
lebenshilfe_ood,Variante A (Statisch),0.8200238347053528,0.4773787260055542
lebenshilfe_ood,Variante A (Statisch),1.0,0.5657455921173096
lebenshilfe_ood,Variante A (Statisch),0.5157743692398071,0.29542961716651917
lebenshilfe_ood,Variante A (Statisch),0.6545882225036621,0.24890995025634766
lebenshilfe_ood,Variante A (Statisch),0.8703962564468384,0.46648335456848145
lebenshilfe_ood,Variante A (Statisch),0.7912667989730835,0.42220520973205566
lebenshilfe_ood,Variante A (Statisch),0.13261163234710693,0.24712765216827393
lebenshilfe_ood,Variante A (Statisch),0.5799498558044434,0.5834324955940247
lebenshilfe_ood,Variante A (Statisch),1.0,0.7467712759971619
lebenshilfe_ood,Variante A (Statisch),0.30204081535339355,0.4009310305118561
lebenshilfe_ood,Variante A (Statisch),0.4487309753894806,0.38510075211524963
lebenshilfe_ood,Variante A (Statisch),0.09469922631978989,0.2277277112007141
lebenshilfe_ood,Variante A (Statisch),0.26049089431762695,0.3732958436012268
lebenshilfe_ood,Variante A (Statisch),0.6221461296081543,0.6155574321746826
lebenshilfe_ood,Variante A (Statisch),0.5680129528045654,0.2665160894393921
lebenshilfe_ood,Variante A (Statisch),0.3100045919418335,0.6081574559211731
lebenshilfe_ood,Variante A (Statisch),0.7349498867988586,0.8598816394805908
lebenshilfe_ood,Variante A (Statisch),0.6914453506469727,0.6354678869247437
lebenshilfe_ood,Variante A (Statisch),0.662234902381897,0.47901761531829834
lebenshilfe_ood,Variante A (Statisch),0.5098276138305664,0.6376310586929321
lebenshilfe_ood,Variante A (Statisch),0.676246166229248,0.800607442855835
lebenshilfe_ood,Variante A (Statisch),0.9543424844741821,0.8745619654655457
lebenshilfe_ood,Variante A (Statisch),0.13716813921928406,0.5244420170783997
lebenshilfe_ood,Variante A (Statisch),0.6347723007202148,0.6237908005714417
lebenshilfe_ood,Variante A (Statisch),0.8219373226165771,0.6898004412651062
lebenshilfe_ood,Variante A (Statisch),0.8348413705825806,0.5628049373626709
lebenshilfe_ood,Variante A (Statisch),0.6596390604972839,0.43336212635040283
lebenshilfe_ood,Variante A (Statisch),0.3333333432674408,0.4833225607872009
lebenshilfe_ood,Variante A (Statisch),0.719261109828949,0.341859370470047
lebenshilfe_ood,Variante A (Statisch),0.8718934655189514,0.5924663543701172
lebenshilfe_ood,Variante A (Statisch),0.48755431175231934,0.28090813755989075
lebenshilfe_ood,Variante A (Statisch),0.2908777892589569,0.34768423438072205
lebenshilfe_ood,Variante A (Statisch),0.9427159428596497,0.8077979683876038
lebenshilfe_ood,Variante A (Statisch),0.5487000346183777,0.3909735381603241
lebenshilfe_ood,Variante A (Statisch),0.617067813873291,0.7935191988945007
lebenshilfe_ood,Variante A (Statisch),0.41357704997062683,0.6047215461730957
lebenshilfe_ood,Variante A (Statisch),0.41630780696868896,0.3640429675579071
lebenshilfe_ood,Variante A (Statisch),0.8395827412605286,0.5868759155273438
lebenshilfe_ood,Variante A (Statisch),0.5780283808708191,0.43344178795814514
lebenshilfe_ood,Variante A (Statisch),0.445872038602829,0.38269859552383423
lebenshilfe_ood,Variante A (Statisch),0.30270490050315857,0.703728437423706
lebenshilfe_ood,Variante A (Statisch),0.9367388486862183,0.7576751112937927
lebenshilfe_ood,Variante A (Statisch),0.9424252510070801,0.7424837350845337
lebenshilfe_ood,Variante A (Statisch),0.646568775177002,0.43333813548088074
lebenshilfe_ood,Variante A (Statisch),0.9590544104576111,0.5468681454658508
lebenshilfe_ood,Variante A (Statisch),0.5789695978164673,0.6881476640701294
lebenshilfe_ood,Variante A (Statisch),0.750110387802124,0.6562198400497437
lebenshilfe_ood,Variante A (Statisch),0.45049428939819336,0.2627422511577606
lebenshilfe_ood,Variante A (Statisch),0.9403141140937805,0.6853519678115845
lebenshilfe_ood,Variante A (Statisch),0.5795944333076477,0.5248869061470032
lebenshilfe_ood,Variante A (Statisch),0.6974808573722839,0.7908170223236084
lebenshilfe_ood,Variante A (Statisch),0.40289679169654846,0.5831759572029114
lebenshilfe_ood,Variante A (Statisch),0.6189665198326111,0.4713875949382782
lebenshilfe_ood,Variante A (Statisch),0.6717965602874756,0.6127640008926392
lebenshilfe_ood,Variante A (Statisch),0.8107643723487854,0.7354878783226013
lebenshilfe_ood,Variante A (Statisch),0.8300561904907227,0.6251198053359985
lebenshilfe_ood,Variante A (Statisch),0.6382237672805786,0.45928755402565
lebenshilfe_ood,Variante A (Statisch),0.7945904731750488,0.48023974895477295
lebenshilfe_ood,Variante A (Statisch),0.9470676779747009,0.7768398523330688
lebenshilfe_ood,Variante A (Statisch),0.5847759246826172,0.5699300169944763
lebenshilfe_ood,Variante A (Statisch),0.4209575355052948,0.20969745516777039
lebenshilfe_ood,Variante A (Statisch),0.873379647731781,0.5719725489616394
lebenshilfe_ood,Variante A (Statisch),0.7492480278015137,0.5057202577590942
lebenshilfe_ood,Variante A (Statisch),0.5881979465484619,0.4652009606361389
lebenshilfe_ood,Variante A (Statisch),0.5742971897125244,0.5166701674461365
lebenshilfe_ood,Variante A (Statisch),0.18461182713508606,0.19444841146469116
lebenshilfe_ood,Variante A (Statisch),0.17791606485843658,0.07837007194757462
lebenshilfe_ood,Variante A (Statisch),0.1904536932706833,0.20540493726730347
lebenshilfe_ood,Variante A (Statisch),0.15849801898002625,0.05765295773744583
lebenshilfe_ood,Variante A (Statisch),0.2607296109199524,0.21902361512184143
lebenshilfe_ood,Variante A (Statisch),0.29208436608314514,0.22887630760669708
lebenshilfe_ood,Variante A (Statisch),0.17399093508720398,0.19435730576515198
lebenshilfe_ood,Variante A (Statisch),0.2971014380455017,0.3063894510269165
lebenshilfe_ood,Variante A (Statisch),0.42942431569099426,0.2686215341091156
lebenshilfe_ood,Variante A (Statisch),0.901207447052002,0.1414446234703064
lebenshilfe_ood,Variante A (Statisch),0.37224915623664856,0.32812029123306274
lebenshilfe_ood,Variante A (Statisch),0.10947290807962418,0.05557657405734062
lebenshilfe_ood,Variante A (Statisch),0.016393441706895828,0.09030461311340332
lebenshilfe_ood,Variante A (Statisch),0.410540908575058,0.21035417914390564
lebenshilfe_ood,Variante A (Statisch),0.6229929327964783,0.46249088644981384
lebenshilfe_ood,Variante A (Statisch),0.30921369791030884,0.31744471192359924
lebenshilfe_ood,Variante A (Statisch),0.12807656824588776,0.20789720118045807
lebenshilfe_ood,Variante A (Statisch),0.21411947906017303,0.1728651076555252
lebenshilfe_ood,Variante A (Statisch),0.1004566177725792,0.14649735391139984
lebenshilfe_ood,Variante A (Statisch),0.16041794419288635,0.11787930130958557
lebenshilfe_ood,Variante A (Statisch),0.04145818576216698,0.05205325782299042
lebenshilfe_ood,Variante A (Statisch),0.6093466281890869,0.3587948679924011
lebenshilfe_ood,Variante A (Statisch),0.6053528189659119,0.38154467940330505
lebenshilfe_ood,Variante A (Statisch),0.8178752064704895,0.5549271702766418
lebenshilfe_ood,Variante A (Statisch),0.4712871313095093,0.26155993342399597
lebenshilfe_ood,Variante A (Statisch),0.5208541750907898,0.25272899866104126
lebenshilfe_ood,Variante A (Statisch),1.0,0.4967719316482544
lebenshilfe_ood,Variante A (Statisch),0.4982316493988037,0.34049805998802185
lebenshilfe_ood,Variante A (Statisch),0.699881374835968,0.45835942029953003
lebenshilfe_ood,Variante A (Statisch),0.3498293459415436,0.2484995722770691
lebenshilfe_ood,Variante A (Statisch),0.24913254380226135,0.11816376447677612
lebenshilfe_ood,Variante A (Statisch),0.11387711763381958,0.18120406568050385
lebenshilfe_ood,Variante A (Statisch),0.2375776469707489,0.39651021361351013
lebenshilfe_ood,Variante A (Statisch),0.2768022119998932,0.11140434443950653
lebenshilfe_ood,Variante A (Statisch),0.2577117085456848,0.2984183728694916
lebenshilfe_ood,Variante A (Statisch),0.3327292501926422,0.2392699122428894
lebenshilfe_ood,Variante A (Statisch),0.668067216873169,0.3363059461116791
lebenshilfe_ood,Variante A (Statisch),0.15640273690223694,0.33789369463920593
lebenshilfe_ood,Variante A (Statisch),0.5183133482933044,0.37934407591819763
lebenshilfe_ood,Variante A (Statisch),0.4700387418270111,0.4232046604156494
lebenshilfe_ood,Variante A (Statisch),0.3294367790222168,0.4137848913669586
lebenshilfe_ood,Variante A (Statisch),0.9007707238197327,0.6907912492752075
lebenshilfe_ood,Variante A (Statisch),0.4570135772228241,0.4848170876502991
lebenshilfe_ood,Variante A (Statisch),0.20665083825588226,0.10073070228099823
lebenshilfe_ood,Variante A (Statisch),0.19961611926555634,0.14973552525043488
lebenshilfe_ood,Variante A (Statisch),0.29228243231773376,0.40575695037841797
lebenshilfe_ood,Variante A (Statisch),1.0,0.961035430431366
lebenshilfe_ood,Variante A (Statisch),0.6438871622085571,0.4230429232120514
lebenshilfe_ood,Variante A (Statisch),0.7253456115722656,0.4266892373561859
lebenshilfe_ood,Variante A (Statisch),0.7088838219642639,0.3023647665977478
lebenshilfe_ood,Variante A (Statisch),0.5295836329460144,0.2838600277900696
lebenshilfe_ood,Variante A (Statisch),0.252136766910553,0.13831429183483124
lebenshilfe_ood,Variante A (Statisch),0.5036880970001221,0.4563419818878174
lebenshilfe_ood,Variante A (Statisch),0.0880376324057579,0.09804107248783112
lebenshilfe_ood,Variante A (Statisch),0.23645783960819244,0.10990560054779053
lebenshilfe_ood,Variante A (Statisch),0.302526593208313,0.26945456862449646
lebenshilfe_ood,Variante A (Statisch),0.8370646834373474,0.6750971078872681
lebenshilfe_ood,Variante A (Statisch),0.5457324385643005,0.5067723989486694
lebenshilfe_ood,Variante A (Statisch),0.6010695099830627,0.7385154366493225
lebenshilfe_ood,Variante A (Statisch),0.5783641338348389,0.4113037884235382
lebenshilfe_ood,Variante A (Statisch),0.574698805809021,0.3731923997402191
lebenshilfe_ood,Variante A (Statisch),0.48816028237342834,0.27539339661598206
lebenshilfe_ood,Variante A (Statisch),0.0,0.05472122132778168
lebenshilfe_ood,Variante A (Statisch),0.44146502017974854,0.36282241344451904
lebenshilfe_ood,Variante A (Statisch),1.0,0.35849183797836304
lebenshilfe_ood,Variante A (Statisch),0.05292792618274689,0.04693925753235817
lebenshilfe_ood,Variante A (Statisch),0.6147403717041016,0.37632784247398376
lebenshilfe_ood,Variante A (Statisch),0.8037676811218262,0.31592246890068054
lebenshilfe_ood,Variante A (Statisch),0.6955516934394836,0.6545270085334778
lebenshilfe_ood,Variante A (Statisch),0.6931030750274658,0.43934696912765503
lebenshilfe_ood,Variante A (Statisch),0.6544324159622192,0.3153653144836426
lebenshilfe_ood,Variante A (Statisch),0.9140418767929077,0.47866418957710266
lebenshilfe_ood,Variante A (Statisch),0.19273898005485535,0.1053323820233345
lebenshilfe_ood,Variante A (Statisch),0.5346999168395996,0.32446613907814026
lebenshilfe_ood,Variante A (Statisch),0.28293752670288086,0.3295094966888428
lebenshilfe_ood,Variante A (Statisch),0.9885740280151367,0.42621108889579773
lebenshilfe_ood,Variante A (Statisch),0.19084328413009644,0.041513536125421524
lebenshilfe_ood,Variante A (Statisch),0.7587647438049316,0.4485459327697754
lebenshilfe_ood,Variante A (Statisch),0.7648351788520813,0.4780237376689911
lebenshilfe_ood,Variante A (Statisch),0.2728772461414337,0.1575375199317932
lebenshilfe_ood,Variante A (Statisch),0.0583035871386528,0.05974271148443222
lebenshilfe_ood,Variante A (Statisch),0.7731760144233704,0.14482203125953674
lebenshilfe_ood,Variante A (Statisch),0.13426241278648376,0.0967746376991272
lebenshilfe_ood,Variante A (Statisch),0.6339976787567139,0.3005194067955017
lebenshilfe_ood,Variante A (Statisch),0.529503345489502,0.28891560435295105
lebenshilfe_ood,Variante A (Statisch),0.36794647574424744,0.3068876564502716
lebenshilfe_ood,Variante A (Statisch),0.6315172910690308,0.36490994691848755
lebenshilfe_ood,Variante A (Statisch),0.7918993234634399,0.37911415100097656
lebenshilfe_ood,Variante A (Statisch),0.5290124416351318,0.2120240181684494
lebenshilfe_ood,Variante A (Statisch),0.5664682388305664,0.4257834255695343
lebenshilfe_ood,Variante A (Statisch),0.714595377445221,0.5003368258476257
lebenshilfe_ood,Variante A (Statisch),0.8078745007514954,0.8052637577056885
lebenshilfe_ood,Variante A (Statisch),0.0961923822760582,0.39528176188468933
lebenshilfe_ood,Variante A (Statisch),0.2783018946647644,0.11725360155105591
lebenshilfe_ood,Variante A (Statisch),0.9469547867774963,0.8002244234085083
lebenshilfe_ood,Variante A (Statisch),0.6733567714691162,0.47195684909820557
lebenshilfe_ood,Variante A (Statisch),0.6527824401855469,0.919147789478302
lebenshilfe_ood,Variante A (Statisch),1.0,0.9148169755935669
lebenshilfe_ood,Variante A (Statisch),0.7758620977401733,0.9736536145210266
lebenshilfe_ood,Variante A (Statisch),0.42105263471603394,0.2685924470424652
lebenshilfe_ood,Variante A (Statisch),0.9387755393981934,0.6425051093101501
lebenshilfe_ood,Variante A (Statisch),0.3133159279823303,0.3997056186199188
lebenshilfe_ood,Variante A (Statisch),0.0,0.02242281287908554
lebenshilfe_ood,Variante A (Statisch),0.3861386179924011,0.3578220307826996
lebenshilfe_ood,Variante A (Statisch),0.7062057852745056,0.5996590852737427
lebenshilfe_ood,Variante A (Statisch),0.5201511383056641,0.45285332202911377
lebenshilfe_ood,Variante A (Statisch),0.24953532218933105,0.16078415513038635
lebenshilfe_ood,Variante A (Statisch),0.9519230723381042,0.7690479159355164
lebenshilfe_ood,Variante A (Statisch),0.30603447556495667,0.3041495084762573
lebenshilfe_ood,Variante A (Statisch),0.0,0.020253054797649384
lebenshilfe_ood,Variante A (Statisch),0.5564903616905212,0.4844542443752289
lebenshilfe_ood,Variante A (Statisch),0.26886382699012756,0.2813953757286072
lebenshilfe_ood,Variante A (Statisch),0.10824108123779297,0.11014081537723541
lebenshilfe_ood,Variante A (Statisch),0.8748603463172913,0.5797890424728394
lebenshilfe_ood,Variante A (Statisch),0.11406250298023224,0.025213882327079773
lebenshilfe_ood,Variante A (Statisch),0.2677106559276581,0.19782081246376038
lebenshilfe_ood,Variante A (Statisch),0.0,0.015792259946465492
lebenshilfe_ood,Variante A (Statisch),0.41127482056617737,0.4048616886138916
lebenshilfe_ood,Variante A (Statisch),0.256186306476593,0.30197039246559143
lebenshilfe_ood,Variante A (Statisch),0.690431535243988,0.3718160092830658
lebenshilfe_ood,Variante A (Statisch),0.8944050669670105,0.42438626289367676
lebenshilfe_ood,Variante A (Statisch),0.7438271641731262,0.44008976221084595
lebenshilfe_ood,Variante A (Statisch),0.7219251394271851,0.2670423984527588
lebenshilfe_ood,Variante A (Statisch),0.8794117569923401,0.46516185998916626
lebenshilfe_ood,Variante A (Statisch),0.7523452043533325,0.660957396030426
lebenshilfe_ood,Variante A (Statisch),0.4485294222831726,0.35350683331489563
lebenshilfe_ood,Variante A (Statisch),0.4827856123447418,0.2850916385650635
lebenshilfe_ood,Variante A (Statisch),0.6607707142829895,0.37787768244743347
lebenshilfe_ood,Variante A (Statisch),0.44639864563941956,0.2586517930030823
lebenshilfe_ood,Variante A (Statisch),0.6871980428695679,0.5311792492866516
lebenshilfe_ood,Variante A (Statisch),0.43805310130119324,0.4875717759132385
lebenshilfe_ood,Variante A (Statisch),0.9807339310646057,0.5568802952766418
lebenshilfe_ood,Variante A (Statisch),0.4893918037414551,0.4095751941204071
lebenshilfe_ood,Variante A (Statisch),0.5805876851081848,0.41029679775238037
lebenshilfe_ood,Variante A (Statisch),0.8194871544837952,0.45704033970832825
lebenshilfe_ood,Variante A (Statisch),0.5231586694717407,0.37414148449897766
lebenshilfe_ood,Variante A (Statisch),0.3575371503829956,0.182798832654953
lebenshilfe_ood,Variante A (Statisch),0.942307710647583,0.6052340269088745
lebenshilfe_ood,Variante A (Statisch),0.8766430616378784,0.5049590468406677
lebenshilfe_ood,Variante A (Statisch),0.4774148762226105,0.4649510681629181
lebenshilfe_ood,Variante A (Statisch),0.4404255449771881,0.20605917274951935
lebenshilfe_ood,Variante A (Statisch),0.6796116232872009,0.551708996295929
lebenshilfe_ood,Variante A (Statisch),0.4703929126262665,0.28338783979415894
lebenshilfe_ood,Variante A (Statisch),0.7602474689483643,0.6797269582748413
lebenshilfe_ood,Variante A (Statisch),0.6388115286827087,0.4033491909503937
lebenshilfe_ood,Variante A (Statisch),0.8161290287971497,0.7016119360923767
lebenshilfe_ood,Variante A (Statisch),0.05269058421254158,0.027014557272195816
lebenshilfe_ood,Variante A (Statisch),0.2001209259033203,0.03423072770237923
lebenshilfe_ood,Variante A (Statisch),0.7389277219772339,0.5207748413085938
lebenshilfe_ood,Variante A (Statisch),0.0,0.2247074544429779
lebenshilfe_ood,Variante A (Statisch),0.3306327164173126,0.3058069050312042
